run_id,stage,wave,arch,encoder,class_weights,n_images,train_pct,val_pct,seed,augmentation,checkpoint_metric,best_epoch,epochs_completed,early_stopped,best_val_loss,dice_macro,dice_axon,dice_myelin,dice_bg,iou_macro,iou_axon,iou_myelin,iou_bg,precision_macro,precision_axon,precision_myelin,precision_bg,recall_macro,recall_axon,recall_myelin,recall_bg,hd95_macro,hd95_myelin_axon,hd95_axon,hd95_myelin,hd95_bg,train_stems,val_stems,model_path,result_path
sw__deeplabv3+__resnet34__cw1_1_3__93_7__seed2,sweep,1,deeplabv3+,resnet34,"[1.0, 1.0, 3.0]",30,93,7,2,False,val_loss,19,59,True,0.2529,0.8739,0.7576,0.6434,0.9368,0.7808,0.6592,0.5289,0.8817,0.8757,0.7558,0.7125,0.94,0.8727,0.7851,0.6205,0.9348,23.6775,27.9736,28.6443,27.3029,15.0851,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_1_3__93_7__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_1_3__93_7__seed2/result.json
sw__deeplabv3+__resnet34__cw1_1_3__93_7__seed3,sweep,1,deeplabv3+,resnet34,"[1.0, 1.0, 3.0]",30,93,7,3,False,val_loss,12,52,True,0.2434,0.8575,0.697,0.5533,0.9308,0.7573,0.6174,0.4669,0.8724,0.8782,0.7962,0.7596,0.9282,0.8402,0.7024,0.5692,0.9408,31.7741,39.4451,32.3546,46.5355,16.4323,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_1_3__93_7__seed3.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_1_3__93_7__seed3/result.json
sw__deeplabv3+__resnet34__cw1_1_3__93_7__seed4,sweep,1,deeplabv3+,resnet34,"[1.0, 1.0, 3.0]",30,93,7,4,False,val_loss,19,59,True,0.1687,0.8993,0.8652,0.7675,0.9264,0.82,0.7752,0.642,0.8647,0.9023,0.8426,0.7998,0.9068,0.8973,0.8944,0.7409,0.9487,9.6664,10.5301,12.0648,8.9955,7.9389,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_1_3__93_7__seed4.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_1_3__93_7__seed4/result.json
sw__deeplabv3+__resnet34__cw1_1_3__93_7__seed5,sweep,1,deeplabv3+,resnet34,"[1.0, 1.0, 3.0]",30,93,7,5,False,val_loss,10,50,True,0.2391,0.8748,0.7475,0.6239,0.9225,0.7823,0.6629,0.5177,0.8577,0.9008,0.789,0.7651,0.8763,0.8591,0.7743,0.5841,0.9755,19.8999,24.7292,21.8432,27.6153,10.2412,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_1_3__93_7__seed5.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_1_3__93_7__seed5/result.json
sw__deeplabv3+__resnet34__cw1_2_1__67_33__seed1,sweep,1,deeplabv3+,resnet34,"[1.0, 2.0, 1.0]",30,67,33,1,False,val_loss,28,68,True,0.2083,0.9046,0.8078,0.7453,0.9395,0.8289,0.7262,0.6316,0.8891,0.904,0.8022,0.7506,0.9362,0.9054,0.8856,0.8113,0.9447,13.0278,14.8972,17.6143,12.1801,9.2891,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_2_1__67_33__seed1.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_2_1__67_33__seed1/result.json
sw__deeplabv3+__resnet34__cw1_2_1__67_33__seed2,sweep,1,deeplabv3+,resnet34,"[1.0, 2.0, 1.0]",30,67,33,2,False,val_loss,38,78,True,0.2122,0.8993,0.8511,0.7662,0.9412,0.8199,0.761,0.6478,0.8909,0.8973,0.8841,0.7431,0.9561,0.9027,0.832,0.8254,0.9284,12.8544,14.8291,16.0662,13.592,8.9051,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_2_1__67_33__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_2_1__67_33__seed2/result.json
sw__deeplabv3+__resnet34__cw1_2_1__67_33__seed3,sweep,1,deeplabv3+,resnet34,"[1.0, 2.0, 1.0]",30,67,33,3,False,val_loss,26,66,True,0.2746,0.8858,0.7544,0.6738,0.9217,0.7985,0.6732,0.5691,0.859,0.8875,0.7703,0.7071,0.929,0.8844,0.8224,0.7384,0.9176,16.4657,19.2346,20.4037,18.0655,10.9279,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_2_1__67_33__seed3.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_2_1__67_33__seed3/result.json
sw__deeplabv3+__resnet34__cw1_2_1__67_33__seed4,sweep,1,deeplabv3+,resnet34,"[1.0, 2.0, 1.0]",30,67,33,4,False,val_loss,20,60,True,0.2335,0.8936,0.8738,0.7942,0.9212,0.8104,0.7842,0.6679,0.8574,0.8928,0.8788,0.7752,0.9198,0.8944,0.8738,0.8241,0.9248,9.8308,10.7831,12.615,8.9513,7.9261,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_2_1__67_33__seed4.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_2_1__67_33__seed4/result.json
sw__deeplabv3+__resnet34__cw1_2_1__67_33__seed5,sweep,1,deeplabv3+,resnet34,"[1.0, 2.0, 1.0]",30,67,33,5,False,val_loss,17,57,True,0.2545,0.8868,0.8298,0.7466,0.9336,0.8003,0.7351,0.6237,0.8783,0.8932,0.9017,0.7343,0.9318,0.8816,0.7873,0.7947,0.9386,12.4374,14.0761,14.072,14.0802,9.16,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_2_1__67_33__seed5.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_2_1__67_33__seed5/result.json
sw__deeplabv3+__resnet34__cw1_2_1__80_20__seed1,sweep,1,deeplabv3+,resnet34,"[1.0, 2.0, 1.0]",30,80,20,1,False,val_loss,21,61,True,0.175,0.9148,0.7766,0.7203,0.9534,0.8461,0.7078,0.6171,0.9127,0.9191,0.7754,0.756,0.9428,0.9108,0.8912,0.7966,0.9663,11.7201,13.9604,16.8818,11.0391,7.2393,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_2_1__80_20__seed1.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_2_1__80_20__seed1/result.json
sw__deeplabv3+__resnet34__cw1_2_1__80_20__seed2,sweep,1,deeplabv3+,resnet34,"[1.0, 2.0, 1.0]",30,80,20,2,False,val_loss,24,64,True,0.2121,0.8982,0.8439,0.7535,0.9484,0.819,0.7525,0.63,0.9032,0.8938,0.875,0.7191,0.9673,0.9051,0.8268,0.814,0.9313,14.2868,16.3284,17.3782,15.2785,10.2036,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_2_1__80_20__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_2_1__80_20__seed2/result.json
sw__deeplabv3+__resnet34__cw1_2_1__80_20__seed3,sweep,1,deeplabv3+,resnet34,"[1.0, 2.0, 1.0]",30,80,20,3,False,val_loss,21,61,True,0.2292,0.8879,0.7303,0.6679,0.9295,0.8019,0.6579,0.5725,0.8718,0.8867,0.7751,0.6785,0.9564,0.8916,0.8165,0.7964,0.9082,15.7818,19.0064,19.4834,18.5293,9.3326,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_2_1__80_20__seed3.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_2_1__80_20__seed3/result.json
sw__deeplabv3+__resnet34__cw1_2_1__80_20__seed4,sweep,1,deeplabv3+,resnet34,"[1.0, 2.0, 1.0]",30,80,20,4,False,val_loss,23,63,True,0.2306,0.8976,0.8725,0.7948,0.9317,0.8172,0.7827,0.6705,0.8749,0.8976,0.8763,0.7867,0.9304,0.8976,0.872,0.807,0.9342,8.093,8.6939,10.3184,7.0695,6.8911,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_2_1__80_20__seed4.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_2_1__80_20__seed4/result.json
sw__deeplabv3+__resnet34__cw1_2_1__80_20__seed5,sweep,1,deeplabv3+,resnet34,"[1.0, 2.0, 1.0]",30,80,20,5,False,val_loss,15,55,True,0.2761,0.8869,0.8272,0.729,0.9256,0.8005,0.734,0.6077,0.8656,0.8962,0.8875,0.7477,0.9208,0.8789,0.7895,0.7439,0.9346,12.9415,15.1236,15.4015,14.8457,8.5774,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_2_1__80_20__seed5.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_2_1__80_20__seed5/result.json
sw__deeplabv3+__resnet34__cw1_2_1__93_7__seed1,sweep,1,deeplabv3+,resnet34,"[1.0, 2.0, 1.0]",30,93,7,1,False,val_loss,25,65,True,0.1803,0.8994,0.8686,0.7953,0.9501,0.8203,0.7726,0.6715,0.9062,0.8959,0.864,0.7642,0.9511,0.9031,0.875,0.8456,0.9503,11.783,13.0073,15.7172,10.2974,9.3343,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_2_1__93_7__seed1.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_2_1__93_7__seed1/result.json
sw__deeplabv3+__resnet34__cw1_2_1__93_7__seed2,sweep,1,deeplabv3+,resnet34,"[1.0, 2.0, 1.0]",30,93,7,2,False,val_loss,19,59,True,0.2756,0.8767,0.7488,0.6413,0.9345,0.7853,0.6552,0.5276,0.8779,0.8835,0.8069,0.7245,0.9408,0.8705,0.7287,0.6378,0.9312,25.3292,30.808,31.8689,29.7472,14.3717,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_2_1__93_7__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_2_1__93_7__seed2/result.json
sw__deeplabv3+__resnet34__cw1_2_1__93_7__seed3,sweep,1,deeplabv3+,resnet34,"[1.0, 2.0, 1.0]",30,93,7,3,False,val_loss,18,58,True,0.2956,0.8592,0.7028,0.5899,0.9254,0.7594,0.6153,0.4838,0.8632,0.8673,0.8148,0.6599,0.9414,0.8529,0.6946,0.6527,0.9165,24.8246,30.4636,25.9628,34.9645,13.5465,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_2_1__93_7__seed3.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_2_1__93_7__seed3/result.json
sw__deeplabv3+__resnet34__cw1_2_1__93_7__seed4,sweep,1,deeplabv3+,resnet34,"[1.0, 2.0, 1.0]",30,93,7,4,False,val_loss,19,59,True,0.2044,0.9015,0.8611,0.7798,0.9265,0.8233,0.7696,0.6572,0.8648,0.9024,0.8659,0.7721,0.925,0.9008,0.8598,0.7921,0.9296,9.2826,10.0571,11.0285,9.0856,7.7337,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_2_1__93_7__seed4.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_2_1__93_7__seed4/result.json
sw__deeplabv3+__resnet34__cw1_2_1__93_7__seed5,sweep,1,deeplabv3+,resnet34,"[1.0, 2.0, 1.0]",30,93,7,5,False,val_loss,7,47,True,0.2719,0.8739,0.7698,0.6491,0.9183,0.7809,0.6874,0.54,0.8508,0.8979,0.8293,0.7773,0.8721,0.8569,0.7561,0.6092,0.9726,21.216,26.1997,25.7809,26.6185,11.2486,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_2_1__93_7__seed5.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_2_1__93_7__seed5/result.json
sw__deeplabv3+__resnet34__cw1_3_1__67_33__seed1,sweep,1,deeplabv3+,resnet34,"[1.0, 3.0, 1.0]",30,67,33,1,False,val_loss,28,68,True,0.217,0.9052,0.8061,0.7399,0.9394,0.8298,0.7246,0.627,0.889,0.905,0.8122,0.7387,0.9377,0.9054,0.8729,0.8197,0.9429,12.7915,14.5179,17.0588,11.9771,9.3388,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_3_1__67_33__seed1.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_3_1__67_33__seed1/result.json
sw__deeplabv3+__resnet34__cw1_3_1__67_33__seed2,sweep,1,deeplabv3+,resnet34,"[1.0, 3.0, 1.0]",30,67,33,2,False,val_loss,38,78,True,0.2266,0.8938,0.8479,0.7627,0.9355,0.811,0.7552,0.6403,0.8811,0.8892,0.8828,0.7144,0.9612,0.9017,0.827,0.8514,0.9132,13.3115,15.2453,16.8257,13.665,9.4438,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_3_1__67_33__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_3_1__67_33__seed2/result.json
sw__deeplabv3+__resnet34__cw1_3_1__67_33__seed3,sweep,1,deeplabv3+,resnet34,"[1.0, 3.0, 1.0]",30,67,33,3,False,val_loss,27,67,True,0.2876,0.884,0.7536,0.6779,0.9188,0.7954,0.6709,0.5737,0.8542,0.8863,0.7902,0.7028,0.9368,0.8834,0.8009,0.7492,0.9052,16.3738,19.6167,21.5401,17.6933,9.8879,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_3_1__67_33__seed3.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_3_1__67_33__seed3/result.json
sw__deeplabv3+__resnet34__cw1_3_1__67_33__seed4,sweep,1,deeplabv3+,resnet34,"[1.0, 3.0, 1.0]",30,67,33,4,False,val_loss,22,62,True,0.2391,0.8938,0.8723,0.7939,0.9206,0.8107,0.7822,0.6681,0.8563,0.8929,0.8908,0.7568,0.9279,0.8954,0.8597,0.8475,0.9154,9.7396,10.6648,12.2391,9.0906,7.889,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_3_1__67_33__seed4.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_3_1__67_33__seed4/result.json
sw__deeplabv3+__resnet34__cw1_3_1__67_33__seed5,sweep,1,deeplabv3+,resnet34,"[1.0, 3.0, 1.0]",30,67,33,5,False,val_loss,27,67,True,0.2692,0.8886,0.8398,0.7536,0.9334,0.8032,0.7453,0.6295,0.878,0.8942,0.9005,0.743,0.9322,0.8839,0.8006,0.7891,0.9376,11.3968,12.8204,13.3502,12.2906,8.5497,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_3_1__67_33__seed5.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_3_1__67_33__seed5/result.json
sw__deeplabv3+__resnet34__cw1_3_1__80_20__seed1,sweep,1,deeplabv3+,resnet34,"[1.0, 3.0, 1.0]",30,80,20,1,False,val_loss,22,62,True,0.1898,0.9136,0.7686,0.7117,0.9517,0.844,0.6988,0.6089,0.9097,0.9147,0.7782,0.7216,0.9481,0.9125,0.8778,0.8211,0.9577,14.1778,17.0084,19.9664,14.0503,8.5167,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_3_1__80_20__seed1.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_3_1__80_20__seed1/result.json
sw__deeplabv3+__resnet34__cw1_3_1__80_20__seed2,sweep,1,deeplabv3+,resnet34,"[1.0, 3.0, 1.0]",30,80,20,2,False,val_loss,54,94,True,0.2325,0.8944,0.8358,0.748,0.9461,0.8131,0.7419,0.6232,0.8991,0.89,0.8852,0.6959,0.9699,0.9035,0.8064,0.8363,0.9246,14.5873,16.5611,17.4465,15.6757,10.6396,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_3_1__80_20__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_3_1__80_20__seed2/result.json
sw__deeplabv3+__resnet34__cw1_3_1__80_20__seed3,sweep,1,deeplabv3+,resnet34,"[1.0, 3.0, 1.0]",30,80,20,3,False,val_loss,27,67,True,0.2452,0.8868,0.7297,0.6616,0.9288,0.8001,0.655,0.5638,0.8706,0.8855,0.7767,0.6692,0.9551,0.8908,0.813,0.7976,0.9078,16.0834,19.2699,20.8892,17.6507,9.7102,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_3_1__80_20__seed3.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_3_1__80_20__seed3/result.json
sw__deeplabv3+__resnet34__cw1_3_1__80_20__seed4,sweep,1,deeplabv3+,resnet34,"[1.0, 3.0, 1.0]",30,80,20,4,False,val_loss,23,63,True,0.2414,0.8971,0.8683,0.7968,0.9298,0.8164,0.7779,0.6726,0.8717,0.8961,0.8835,0.7705,0.9367,0.8985,0.8598,0.8299,0.9241,8.4018,9.0991,10.3866,7.8116,7.0073,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_3_1__80_20__seed4.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_3_1__80_20__seed4/result.json
sw__deeplabv3+__resnet34__cw1_3_1__80_20__seed5,sweep,1,deeplabv3+,resnet34,"[1.0, 3.0, 1.0]",30,80,20,5,False,val_loss,16,56,True,0.2896,0.8858,0.8256,0.743,0.9242,0.7987,0.7308,0.6201,0.8634,0.8915,0.8942,0.7309,0.9283,0.8817,0.7838,0.7828,0.9244,12.5816,14.6247,14.9787,14.2708,8.4955,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_3_1__80_20__seed5.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_3_1__80_20__seed5/result.json
sw__deeplabv3+__resnet34__cw1_3_1__93_7__seed1,sweep,1,deeplabv3+,resnet34,"[1.0, 3.0, 1.0]",30,93,7,1,False,val_loss,25,65,True,0.1834,0.9018,0.8688,0.7973,0.9523,0.824,0.7731,0.6746,0.9102,0.8995,0.8887,0.7507,0.956,0.9046,0.8527,0.8696,0.9495,11.2477,12.4631,14.524,10.4021,8.8171,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_3_1__93_7__seed1.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_3_1__93_7__seed1/result.json
sw__deeplabv3+__resnet34__cw1_3_1__93_7__seed2,sweep,1,deeplabv3+,resnet34,"[1.0, 3.0, 1.0]",30,93,7,2,False,val_loss,19,59,True,0.2909,0.8707,0.746,0.6363,0.9273,0.7759,0.651,0.5174,0.8654,0.8725,0.7914,0.6678,0.9455,0.87,0.7318,0.6614,0.9132,24.6209,29.1243,30.0924,28.1562,15.6141,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_3_1__93_7__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_3_1__93_7__seed2/result.json
sw__deeplabv3+__resnet34__cw1_3_1__93_7__seed3,sweep,1,deeplabv3+,resnet34,"[1.0, 3.0, 1.0]",30,93,7,3,False,val_loss,9,49,True,0.3392,0.8528,0.6966,0.5554,0.925,0.7501,0.6122,0.4668,0.8625,0.8772,0.8672,0.7137,0.9264,0.8331,0.6508,0.5878,0.9328,32.9979,41.3174,33.069,49.5657,16.359,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_3_1__93_7__seed3.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_3_1__93_7__seed3/result.json
sw__deeplabv3+__resnet34__cw1_3_1__93_7__seed4,sweep,1,deeplabv3+,resnet34,"[1.0, 3.0, 1.0]",30,93,7,4,False,val_loss,27,67,True,0.2133,0.8977,0.8558,0.7792,0.9244,0.8172,0.7624,0.6562,0.8612,0.8991,0.8801,0.7496,0.92,0.897,0.8359,0.822,0.931,9.7302,10.477,10.9977,9.9562,8.2367,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_3_1__93_7__seed4.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_3_1__93_7__seed4/result.json
sw__deeplabv3+__resnet34__cw1_3_1__93_7__seed5,sweep,1,deeplabv3+,resnet34,"[1.0, 3.0, 1.0]",30,93,7,5,False,val_loss,7,47,True,0.2833,0.8746,0.7408,0.6286,0.9206,0.7818,0.6615,0.5294,0.8545,0.9022,0.8207,0.7651,0.8735,0.8548,0.7231,0.5964,0.9752,21.0199,25.9285,24.0201,27.8368,11.2028,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_3_1__93_7__seed5.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_3_1__93_7__seed5/result.json
sw__deeplabv3+__resnet34__cw2_1_1__67_33__seed1,sweep,1,deeplabv3+,resnet34,"[2.0, 1.0, 1.0]",30,67,33,1,False,val_loss,25,65,True,0.1556,0.9002,0.8094,0.7375,0.9384,0.8223,0.7291,0.6196,0.8876,0.9092,0.7984,0.8051,0.9145,0.8943,0.8914,0.7398,0.9661,10.4142,11.9846,14.0886,9.8805,7.2734,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw2_1_1__67_33__seed1.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw2_1_1__67_33__seed1/result.json
sw__deeplabv3+__resnet34__cw2_1_1__67_33__seed2,sweep,1,deeplabv3+,resnet34,"[2.0, 1.0, 1.0]",30,67,33,2,False,val_loss,33,73,True,0.1543,0.9032,0.8613,0.7684,0.9477,0.8267,0.7738,0.6511,0.9027,0.9056,0.8609,0.8008,0.9413,0.9012,0.8716,0.7685,0.9561,12.6417,14.4991,15.7344,13.2637,8.9271,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw2_1_1__67_33__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw2_1_1__67_33__seed2/result.json
sw__deeplabv3+__resnet34__cw2_1_1__67_33__seed3,sweep,1,deeplabv3+,resnet34,"[2.0, 1.0, 1.0]",30,67,33,3,False,val_loss,24,64,True,0.1922,0.8846,0.7501,0.6685,0.9247,0.7969,0.6702,0.5656,0.8636,0.8921,0.7813,0.747,0.9175,0.8777,0.8087,0.6964,0.9351,15.8502,18.9993,20.2017,17.7969,9.5518,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw2_1_1__67_33__seed3.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw2_1_1__67_33__seed3/result.json
sw__deeplabv3+__resnet34__cw2_1_1__67_33__seed4,sweep,1,deeplabv3+,resnet34,"[2.0, 1.0, 1.0]",30,67,33,4,False,val_loss,24,64,True,0.1866,0.8915,0.8756,0.7821,0.9219,0.8076,0.7868,0.6532,0.859,0.8974,0.8681,0.8236,0.8963,0.8875,0.8881,0.7528,0.9522,8.9157,9.8684,11.8579,7.8789,7.0102,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw2_1_1__67_33__seed4.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw2_1_1__67_33__seed4/result.json
sw__deeplabv3+__resnet34__cw2_1_1__67_33__seed5,sweep,1,deeplabv3+,resnet34,"[2.0, 1.0, 1.0]",30,67,33,5,False,val_loss,27,67,True,0.1801,0.8875,0.8424,0.7377,0.9354,0.802,0.7513,0.6135,0.8811,0.8992,0.8719,0.8032,0.9153,0.8778,0.8322,0.7075,0.9588,11.8869,13.69,14.2144,13.1655,8.2809,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw2_1_1__67_33__seed5.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw2_1_1__67_33__seed5/result.json
sw__deeplabv3+__resnet34__cw2_1_1__80_20__seed1,sweep,1,deeplabv3+,resnet34,"[2.0, 1.0, 1.0]",30,80,20,1,False,val_loss,30,70,True,0.1207,0.9113,0.7727,0.6993,0.9524,0.8407,0.7028,0.592,0.9113,0.9212,0.7515,0.769,0.9326,0.904,0.9092,0.7565,0.9757,14.782,17.5645,20.9682,14.1607,9.2172,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw2_1_1__80_20__seed1.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw2_1_1__80_20__seed1/result.json
sw__deeplabv3+__resnet34__cw2_1_1__80_20__seed2,sweep,1,deeplabv3+,resnet34,"[2.0, 1.0, 1.0]",30,80,20,2,False,val_loss,35,75,True,0.1477,0.9025,0.8433,0.754,0.9541,0.8259,0.7532,0.6349,0.9132,0.9025,0.8716,0.7521,0.9604,0.903,0.8289,0.7798,0.9487,13.6944,15.6512,16.9379,14.3644,9.7809,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw2_1_1__80_20__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw2_1_1__80_20__seed2/result.json
sw__deeplabv3+__resnet34__cw2_1_1__80_20__seed3,sweep,1,deeplabv3+,resnet34,"[2.0, 1.0, 1.0]",30,80,20,3,False,val_loss,23,63,True,0.1664,0.894,0.7483,0.6879,0.9394,0.8119,0.6791,0.5953,0.8884,0.897,0.7832,0.7311,0.9425,0.8911,0.8332,0.761,0.9387,14.6796,17.9036,18.742,17.0653,8.2315,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw2_1_1__80_20__seed3.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw2_1_1__80_20__seed3/result.json
